"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"6013","wks01-erik","System.Byte[]","2224","(0)","0","Information","The system uptime is 4029576 seconds.","EventLog","System.String[]","2147489661","12/7/2023 12:00:00 PM","12/7/2023 12:00:00 PM",,,
"7040","wks01-erik","System.Byte[]","2223","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","1073748864","12/7/2023 10:43:06 AM","12/7/2023 10:43:06 AM","NT AUTHORITY\SYSTEM",,
"7040","wks01-erik","System.Byte[]","2222","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","1073748864","12/7/2023 10:41:03 AM","12/7/2023 10:41:03 AM","NT AUTHORITY\SYSTEM",,
"7040","wks01-erik","System.Byte[]","2221","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","1073748864","12/7/2023 5:02:27 AM","12/7/2023 5:02:27 AM","NT AUTHORITY\SYSTEM",,
"7040","wks01-erik","System.Byte[]","2220","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","1073748864","12/7/2023 5:00:19 AM","12/7/2023 5:00:19 AM","NT AUTHORITY\SYSTEM",,
"7040","wks01-erik","System.Byte[]","2219","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","1073748864","12/7/2023 12:02:30 AM","12/7/2023 12:02:30 AM","NT AUTHORITY\SYSTEM",,
"7040","wks01-erik","System.Byte[]","2218","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","1073748864","12/7/2023 12:00:19 AM","12/7/2023 12:00:19 AM","NT AUTHORITY\SYSTEM",,
"7040","wks01-erik","System.Byte[]","2217","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","1073748864","12/6/2023 11:14:17 PM","12/6/2023 11:14:17 PM","NT AUTHORITY\SYSTEM",,
"7040","wks01-erik","System.Byte[]","2216","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","1073748864","12/6/2023 11:12:14 PM","12/6/2023 11:12:14 PM","NT AUTHORITY\SYSTEM",,
"7040","wks01-erik","System.Byte[]","2215","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","1073748864","12/6/2023 11:09:01 PM","12/6/2023 11:09:01 PM","NT AUTHORITY\SYSTEM",,
